,name,link,category,rating,discription
1345,potassium hydroxide,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/potassium-hydroxide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Average,"Highly alkaline ingredient (also known as lye) used in small amounts in cosmetics to modulate the pH of a product. It’s also used as a cleansing agent, most often in pure soaps or soap hybrid products. In higher concentrations, potassium hydroxide can aggravate skin, even if used in rinse-off products.
Reference for this information:
Ullman’s Encyclopedia of Industrial Chemistry, 2005, Wiley-VCH, Weinheim.
https://toxnet.nlm.nih.gov/cgi-bin/sis/search/a?dbs+hsdb:@term+@DOCNO+1234"
1346,potassium myristate,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/potassium-myristate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Average,Detergent cleansing agent that’s a constituent of soap; it can be drying and aggravate skin for some people.
1347,potassium PCA,https://www.paulaschoice.com/ingredient-dictionary/hydration/potassium-pca.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Replenishing', 'Hydration']",Best,"Potassium PCA is the potassium salt of PCA (pyrrolidone carboxylic acid), a substance that’s a natural part of skin’s intercellular matrix. Potassium PCA therefore plays an influential role in what’s known as skin’s natural moisturizing factor. Potassium is one of the minerals that helps facilitate water pathways within skin, ensuring balanced hydration levels. In fact, when skin loses potassium, as it does when we sweat, it can look and feel drier. As an electrolyte, potassium plays a role in reinforcing skin’s barrier and in its desquamation (shedding) process. References for this information: Clinical, Cosmetic, and Investigational Dermatology, October 2015, pages 491-497 Journal of Dermatological Science, November 2013, pages 177-182; and May 2012, pages 154-159 The Journal of Clinical and Aesthetic Dermatology, June 2011, pages 45-55 Yonsei Medical Journal, June 2006, pages 293-306"
1348,potassium phosphate,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/potassium-phosphate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good,An inorganic (not composed of plant or animal matter) salt used as a buffering agent and pH adjuster in cosmetics.
1349,potassium sorbate,https://www.paulaschoice.com/ingredient-dictionary/preservatives/potassium-sorbate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Good,"Used as a preservative, almost always used in conjunction with other preservatives."
1350,PPG-12/SMDI copolymer,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/ppg-12%2Fsmdi-copolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good,Copolymer that serves as a film-forming agent in cosmetics products.
1351,PPG-12 buteth-16,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/ppg-12-buteth-16.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Cleansing Agents']",Good,"Versatile ingredient composed of several non-volatile alcohols. Functions as a skin-conditioning agent, emulsifier, solvent, and surfactant."
1352,PPG-14 butyl ether,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/ppg-14-butyl-ether.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good,Used as a hair- and skin-replenishing agent.
1353,PPG-20 methyl glucose ether,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/ppg-20-methyl-glucose-ether.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good,"A synthetic ingredient that funtions as hair- and skin-replenishing agent. The ""PPG"" designation stands for polypropylene glycol."
1354,PPG-26-Buteth-26,https://www.paulaschoice.com/ingredient-dictionary/emulsifiers/ppg-26-buteth-26.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emulsifiers', 'Cleansing Agents']",Good,"PPG stands for polypropylene glycol, and this ingredient combines PPG with an ether of a fatty alcohol known as buty alcohol. It has multiple functions in cosmetic products, ranging from hair conditioning agent to surfactant (cleansing agent), and emulsifier. This ingredient is always synthetic."
1355,PPG-2-deceth-30,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/ppg-2-deceth-30.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good,An emulsifying agent partially derived from a fatty alcohol.
1356,PPG-2 myristyl ether propionate,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/ppg-2-myristyl-ether-propionate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good,"Mixture of glycols and fatty alcohols used as a skin-replenishing agent and, in some cases, as a thickening agent."
1357,PPG-3 benzyl ether myristate,https://www.paulaschoice.com/ingredient-dictionary/emollients/ppg-3-benzyl-ether-myristate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good,"An emollient that has a silicone-like feel and multiple functions in cosmetic products. PPG-3 benzyl ether myristate adds shine to hair, improves the spreadability of creams, suspends pigments in makeup, and moisturizes skin, among other traits. This ingredient is considered safe and gentle.
References for this information:
Journal of Cosmetic Science, Volume 55, Supplement, pages S143-S150"
1358,preservatives,https://www.paulaschoice.com/ingredient-dictionary/preservatives/preservatives.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Good,"Substance used in cosmetics to prevent contamination of products, particularly water-based formulas. Although there’s definitely a risk of aggravation from these types of ingredients, the risk to skin and eyes from using a contaminated product is considered by many scientists to be even greater."
1359,proline,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/proline.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing']",Good,
1360,propanediol,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/propanediol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good,"A glycol that can enhance the absorption of ingredients (such as salicylic acid) into the skin. Propanediol can be derived naturally (from corn) or synthetically. It has hydrating properties that may leave a smooth, dewy finish. Propanediol is a well-tolerated ingredient, not likely to cause sensitivity.References for this information:Cosmetics & Toiletries, May 2013, pages 81-86"
1361,propolis,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/propolis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants']",Good,"Brownish, resinous material that is collected by bees and used to construct the hive."
1362,propylene carbonate,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/propylene-carbonate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good,Liquid used as a solvent and film-forming agent.
1363,propylene glycol,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/propylene-glycol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good,"Along with other glycols and glycerol, propylene glycol is a humectant (hydrating) and delivery ingredient used in cosmetics. There are websites and spam e-mails stating that propylene glycol is really industrial antifreeze and that it’s the major ingredient in brake and hydraulic fluids. These sites also state that tests show it’s a strong skin sensitizer. They further point out that the Material Safety Data Sheet (MSDS) on propylene glycol warns users to avoid skin contact. As ominous as this sounds, it’s so far from the reality of cosmetics formulations that almost none of it holds any water or poses any real concern. In fact, research from toxicologists has shown that propylene glycol and similar ingredients don’t present a health risk for people when used in cosmetics. It’s important to realize that the MSDS refers to a 100% concentration of a substance. Even water and salt have frightening comments regarding their safety according to their MSDS reports. In cosmetics, propylene glycol is used in small amounts to keep products from melting in high heat or from freezing. It also helps active ingredients penetrate skin. In the amounts used in cosmetics, it’s not a concern in the least.The Cosmetic Ingredient Review Board and other groups have analyzed all of the toxicology data and exposure studies concerning topical application of propylene glycol as commonly used in cosmetics products. Their conclusion was that it is safe and does not pose a health risk to consumers.References for this information:Critical Reviews in Toxicology, April 2013, issue 4, pages 363-390International Journal of Toxicology, Supplement, September-October 2012, pages 245S-260SSkin Pharmacology and Applied Physiology, Volume 14, 2001, pages 72-81Agency for Toxic Substances and Disease Registry. Public Health Statement: Ethylene Glycol and Propylene Glycol. [Internet]. 1997"
1364,propylene glycol dibenzoate,https://www.paulaschoice.com/ingredient-dictionary/emollients/propylene-glycol-dibenzoate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good,"Propylene glycol dibenzoate is a diester combination of the humectant propylene glycol and the preservative benzoic acid. A diester is a chemistry term that means an ingredient formed from two separate esters, resulting in an ingredient that has a different form and result. In this case, combining esters of propylene glycol and benzoic acid results in a fluid ingredient that works as a lightweight emollient to soften skin and helps prevent moisture loss. Propylene glycol dibenzoate is a synthetic ingredient that is sometimes used as a silicone replacement. Due to its high refractive quality on skin, it works well to reflect light, creating the look of a healthy glow."
1365,propylene glycol dicaprylate/dicaprate,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/propylene-glycol-dicaprylate%2Fdicaprate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good,"Gel-textured ingredient used in many lightweight moisturizers. It’s a mix of propylene glycol and capric acid, a fatty acid derived from plants."
1366,propylene glycol isostearate,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/propylene-glycol-isostearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good,Mixture of propylene glycol and isostearic acid used as an emollient and emulsifier.
1367,propylene glycol laurate,https://www.paulaschoice.com/ingredient-dictionary/emollients/propylene-glycol-laurate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good,"Ester of propylene glycol and lauric acid, which is a constituent of many vegetable fats."
1368,propylene glycol stearate,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/propylene-glycol-stearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good,Mixture of propylene glycol and stearic acid used as a skin-conditioning agent and emulsifier.
1369,propyl gallate,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/propyl-gallate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Best,"An ester of gallic acid that is an antioxidant, and helps protect fats and oils used in cosmetics products from becoming rancid. It has been ruled safe as used in cosmetics products. References for this information: International Journal of Toxicology, Supplement 3, 2007, pages 89-118"
